0,1,2,3
0.98607624,0.59835446,-0.49427834,-0.043513134
-1.1288633,-0.00081425253,0.19499095,0.13684835
0.76712465,0.60780245,0.30939606,-0.55847216
0.30790198,0.33971128,1.6331813,0.39668742
-0.9787633,-0.022790058,0.31582832,-0.005478449
0.66906124,0.21382502,0.48858336,0.050794646
1.0104299,-1.939604,0.53556764,0.55475974
0.17291236,1.3815001,0.80329126,0.7544755
-0.7762824,0.004233429,0.013589248,1.3360481
-0.20373216,-1.5177917,-1.0545614,-1.0118363
0.879835,0.19773574,0.26973253,-0.30206275
0.023071013,0.27568972,1.2415932,-1.3220425
0.26208645,-1.7644556,1.4659086,-1.0808065
-0.22145687,0.032207824,-1.7831147,-2.0974188
0.34508327,1.4676081,1.6428872,-1.4215686
-0.38509423,-0.5758629,2.4030013,1.3425522
0.15066099,-0.80815065,0.74158895,0.74378
-2.2925246,0.9825366,-0.34462017,-1.6486572
-2.09238,0.15872534,0.30037346,0.4211988
-0.55286926,0.36931834,-1.1216244,0.610762
1.0047051,-0.40663153,-0.8495179,0.68661743
-1.0831343,-0.101387866,-0.67868185,-0.57109994
0.010581717,-0.9103071,0.59557396,1.582469
-0.86122465,-0.8758052,-0.090407684,0.8393321
-1.377428,1.2013077,-0.3792439,1.3235677
-0.53645635,0.85285735,-0.9700785,0.88451356
-1.6557359,1.9094164,1.4749011,0.6259879
-0.6519411,-0.744276,-0.024503402,1.4800003
1.6044214,1.8979795,-0.3803169,-0.6045591
-0.57409155,-0.3334863,-1.5154626,-1.2990825
-0.06849721,-1.2145681,0.5676201,1.5805893
-0.3391593,-1.1155139,-0.980695,-1.172734
-0.017698599,0.23472771,1.3878555,0.5442985
-1.3142568,0.6826528,-0.58340096,-0.7193231
-1.7998104,1.2136614,-0.30135453,-1.1344832
-0.910654,-2.5886018,1.3639812,0.51179063
-0.4591559,-1.8833941,0.678383,0.5388866
-0.6608695,-0.8158981,-0.011724295,1.5135782
1.3331155,0.21270126,-0.2028282,-1.0253426
0.7643701,-0.83925444,0.7253431,0.13379808
0.29309922,-0.6657865,1.6110082,-1.4250491
0.9067861,-0.20669755,-0.35941523,-0.6696432
0.5035471,0.27097285,1.6487393,-0.7441397
-0.24090785,-0.73271203,-0.531092,0.2341645
-0.76690865,0.8356881,1.4764321,0.35978603
-2.6633546,0.7237841,0.6178727,0.5875155
-0.24430406,-0.9734525,1.9505948,0.9127169
-1.5769596,-0.68617123,-1.9457808,-0.30736664
-1.1237699,0.114037596,-0.6393382,2.0527096
-0.8598988,0.871525,-1.3021231,-1.0108455
-0.15579668,-1.7545578,1.7579538,0.50957996
-1.1501318,1.3784347,0.09406312,-0.1741493
-1.5467614,-0.0032552592,-0.19337699,-0.4507725
0.9463259,1.1553894,-0.713459,0.24493466
0.3875716,-0.19083709,1.4426408,0.64296263
0.26155147,-0.9304267,1.7942895,0.4062268
1.4338431,1.2688857,-0.24682653,0.17096026
-0.6769721,1.152356,-1.0447373,0.08435043
-1.7904881,0.5782058,0.20704463,0.5065168
-0.6913501,0.18891478,-0.06109555,1.3811038
-1.788084,-0.28221264,0.30226234,-0.01170063
0.27520943,-0.0657917,1.7827706,-0.97901934
1.7661834,-0.21360564,-0.028575603,-0.4502768
-1.5443367,0.96905804,-1.3335809,0.15012133
1.331465,-0.13338456,-1.1229403,1.2217612
-1.4193015,1.0408965,0.45685712,0.094675444
-0.07186747,-1.369288,-0.3213216,0.5047721
-1.5608829,0.6378865,-0.66377413,-0.64882857
-1.1369973,-0.485136,0.55484176,0.34900087
0.38100946,-0.44816327,1.5786138,0.6746522
0.208095,1.027314,1.7358358,-1.5012963
1.6226654,-0.6526974,1.1971365,0.52053916
-0.5563047,-0.54425365,-0.053757194,0.6434372
-1.8961436,0.2799799,-0.061451644,-1.3803933
0.06938304,-2.1160018,-1.0813105,-1.2958862
-0.47515735,0.48106772,-0.7392743,0.007948205
1.0795196,0.5878684,-0.4508272,0.18339536
-0.207836,-1.2624905,-1.1607476,-1.2069966
-0.16586441,-1.2097238,-0.44013852,0.25503713
-0.8089996,-0.97468305,-1.3384933,-1.3937585
0.9152848,-0.3326752,-0.3880353,-0.51258713
0.24346207,-0.66058934,1.0856634,-0.99439037
0.043299302,-1.6515247,1.3511542,-1.5857166
0.79866844,-1.0890899,-0.44661278,-1.0059855
0.26840505,-0.344577,0.6456765,1.7265632
-0.86420035,1.4155347,-1.4338372,1.2946296
-0.3165432,0.45032036,-0.69617504,0.47086194
1.3256305,-1.1702123,-0.2624396,-0.70081174
-2.5346818,-0.6422338,1.0855104,0.668259
0.6556955,-0.6233369,1.2232136,0.71231806
1.2938176,1.3457017,-0.3944154,0.4393722
1.1316817,-2.0298896,-0.65462804,-0.79497534
0.8460687,0.22840317,1.0616364,1.8395908
0.49046418,0.57484555,0.75918496,1.2333843
1.4330305,0.064137995,-0.18149006,0.31019008
0.67774266,2.2459257,-0.78143865,0.032898027
-0.089732856,1.4173863,0.8654254,0.25294888
1.0464225,-1.1968844,-0.15270135,-0.31817633
0.691279,0.016095098,0.4757855,-0.08120659
-1.887897,0.5221924,-1.9447235,0.23685841
-1.2341415,-0.6654604,0.022321492,-1.4180927
-0.73929024,0.324597,-2.178661,-1.9620309
0.31323186,1.9717184,-0.9817407,-1.601896
-0.78485304,-0.3871162,0.21583667,-0.85259026
1.0286264,1.4419715,-1.3225209,1.3057681
-0.68327236,1.6911025,1.2286575,0.65023863
0.9555732,-0.50375605,-0.7950592,0.5959036
-0.848948,0.8501685,-0.9289028,0.14601949
-1.437855,-0.61154366,-1.5168234,0.3136236
0.6336882,1.3789039,-0.9744354,-0.36405987
-0.28405002,0.6962345,-1.2398298,-1.0875497
-1.13397,1.0001692,-2.1063523,-1.578995
-1.7226157,-0.4233855,-1.5671481,0.20963874
-0.41469002,-0.29102248,-0.98982507,0.8076556
-0.41690096,1.7362823,0.71189445,-1.4258671
-1.4235157,0.46343008,-0.6073933,1.9090589
0.75049746,0.51123375,-0.883236,0.25579613
-0.3429086,-0.6724769,-1.2352567,-1.7937366
1.359677,1.7062976,-0.49902844,-1.348823
-1.3257531,0.8953514,-0.69215566,2.0335457
-0.6337365,0.14492121,1.8067603,0.37910128
-1.0999415,-0.6288621,-0.9859472,-0.2722892
-0.77107596,1.7504512,2.0239432,0.8992611
