mean_0,mean_1,mean_2,mean_3,var_0,var_1,var_2,var_3
-0.7032034,-0.918557,-0.6808613,1.5546926,-2.4279706,-2.126443,-2.0150106,-1.7882798
1.4999136,-0.09556553,-0.6836972,0.04404274,-2.4333136,-1.9959044,-2.052963,-1.8349695
-0.65228933,-0.4446022,0.019406544,-0.51961386,-2.5285597,-2.2087562,-2.2635338,-1.6532543
-0.14065056,-0.5737995,-0.21186091,-1.0148127,-2.6850266,-2.049728,-2.121539,-1.6772485
-0.5738869,-0.776691,-0.5777763,-1.3324298,-2.4934044,-2.1231742,-2.2118776,-1.6395922
-0.28801832,-0.19291116,-0.4839855,-0.84783447,-2.5671334,-2.148213,-2.2646444,-1.6772394
-0.34742326,-0.9450184,0.9819297,-0.5132199,-2.8097994,-2.0826862,-2.0150874,-1.7549264
0.28404015,0.9551213,1.4650332,0.6266273,-2.7672315,-1.9198536,-2.0621595,-1.776046
-0.07909663,0.41723737,0.7677306,-0.707389,-2.705958,-2.13135,-2.1691005,-1.796515
0.1989715,0.8742781,0.16140532,-1.2973561,-2.6027815,-2.0275292,-2.1804543,-1.7367842
0.11836818,-0.9780214,-0.5763157,1.2783,-2.5581164,-2.1587372,-2.0895617,-1.8940744
-0.32222375,0.764487,0.6277385,-0.0063482914,-2.7871623,-2.1096823,-2.2104874,-1.8023193
-0.75092804,0.18809313,-1.294987,-0.39193812,-2.4958887,-2.0446367,-2.1716022,-1.5595739
-0.8862028,-0.66696364,0.0031503467,-1.2771626,-2.618948,-2.1362922,-2.1935017,-1.7232287
-1.5441529,-0.49051118,0.8636807,0.6505743,-2.3009229,-2.1801984,-2.1391041,-1.6949399
-1.6712035,0.8706316,-0.07403625,0.47128227,-2.4570053,-2.0510306,-2.2177472,-1.6310213
-0.29982165,0.61081475,-0.5227616,-0.08332913,-2.6521976,-2.1028256,-2.2678175,-1.7510946
0.054753244,0.9252973,-0.5486657,-0.2569989,-2.7450247,-1.9735825,-2.1830864,-1.7910309
-0.8712378,-0.35925072,-1.2205635,-0.77887064,-2.5116272,-2.0177455,-2.1506839,-1.6564629
-0.25452238,1.015803,0.46104783,-0.28221276,-2.878752,-2.0351622,-2.1522222,-1.8678641
-0.9302962,0.28813717,-0.42491862,-0.4791185,-2.7755446,-2.095015,-2.2086344,-1.848805
1.3741946,0.64861035,1.8053952,0.97688794,-2.469018,-1.8359472,-2.0104306,-1.710643
-0.13372497,-0.5882509,0.063843235,0.13909405,-2.7084208,-2.1491075,-2.14563,-1.7777171
0.69732046,0.79417354,-0.12634017,0.67838657,-2.704594,-2.0126421,-2.210977,-1.8445807
0.679601,-0.086410254,-0.64785546,-0.18430775,-2.6058073,-2.0964427,-2.155122,-1.8450599
0.68789405,-1.4041482,1.7633368,0.8214194,-2.7535727,-2.073551,-1.9647496,-1.9799318
0.10467693,0.9690298,0.36212227,1.0805699,-2.8468935,-1.9129896,-2.1146002,-1.7309961
0.11059126,-0.535366,0.5229064,0.31272486,-2.7362263,-2.127166,-2.1367943,-1.7722661
0.21709047,-0.2748291,1.1181756,-0.5934136,-2.7497416,-2.0610874,-2.0581017,-1.7643735
-0.35929728,-0.009424869,-0.43432423,-0.8116388,-2.8032937,-2.0375977,-2.1484482,-1.7748132
-0.34070817,-0.8286334,0.62986004,0.9141079,-2.8055372,-2.1267958,-2.069099,-1.854528
0.46307924,0.033768732,1.4255277,-0.016294565,-2.78098,-2.1416538,-2.112465,-1.9757855
1.0527456,-0.34265548,-0.39427856,-1.0714015,-2.527914,-2.0179,-2.078112,-1.7893255
-0.33965728,0.06017858,-0.62444067,-1.474116,-2.537288,-2.0617206,-2.2232437,-1.7214987
-0.8310212,-1.2944465,-0.70988214,-0.724632,-2.4912364,-2.1145806,-2.1471395,-1.6774204
-0.3244744,-0.11552353,1.0402901,1.3343304,-2.8237033,-2.0075843,-2.0406432,-1.7586725
-1.2075794,1.0589644,0.12824307,1.6184521,-2.4690013,-1.9909617,-2.2236295,-1.6577029
-0.3250903,-0.9348156,0.7825274,1.388396,-2.840385,-2.122159,-2.0193512,-1.9096661
0.5477719,0.4054081,-0.3802308,-0.9757673,-2.6967528,-2.0240345,-2.150843,-1.788753
-0.54985964,0.42691478,-0.4027179,-0.8089061,-2.5646644,-2.1361346,-2.2997077,-1.705715
-0.58940154,0.55237293,-0.73167384,-1.188663,-2.5727642,-2.029093,-2.2320535,-1.7189496
0.84875035,-1.11384,0.9765474,0.88182276,-2.7421541,-1.9109789,-1.9078672,-1.7143784
-1.1296512,-0.29791033,-0.8186577,0.73510545,-2.5100884,-2.152598,-2.180628,-1.754514
0.5602327,0.48232698,-0.34652105,1.7779039,-2.618964,-1.9843473,-2.1260335,-1.8313634
1.3952097,0.48514125,0.02489181,0.3827078,-2.5168893,-2.0744085,-2.192148,-1.924902
0.93757576,-2.4993114,1.6931064,-0.20936668,-2.5696063,-1.9476882,-1.8474438,-1.8237963
0.69120336,1.4762634,0.61493504,0.68063223,-2.7298796,-1.836938,-2.1424828,-1.7280977
0.3021446,-0.8551312,-0.023984719,0.5642171,-2.6442683,-2.2103395,-2.1692107,-1.908737
1.5914752,-0.48821062,0.80078226,1.2886689,-2.4406896,-2.0500007,-2.1197362,-1.9346926
0.09652141,1.6017046,-0.7829226,0.08276424,-2.7416794,-1.7853994,-2.1387143,-1.7481611
-1.9981158,0.7429561,0.09374386,0.09055706,-2.2872667,-1.9750987,-2.061112,-1.5691538
0.12820432,1.1811491,0.32101652,0.07123855,-2.82473,-1.9451673,-2.1566112,-1.7866066
-1.2752423,-1.2482994,0.6109718,1.0272094,-2.531296,-2.2628994,-2.123367,-1.8851175
-1.7532659,-0.14908731,0.56164443,-1.0685532,-2.368939,-2.2074761,-2.2118058,-1.6983392
1.3828795,-1.95542,-1.366653,-1.1538799,-2.097865,-1.7966844,-1.8555535,-1.4626126
0.3726384,0.44419703,0.20834345,-0.6728553,-2.7844284,-2.0466008,-2.156547,-1.7997596
0.26279473,1.1931852,0.4269705,0.17893222,-2.8759232,-1.9931164,-2.1580837,-1.8824604
0.82534266,1.9485911,1.1287365,0.8897632,-2.578571,-1.7477522,-2.0483634,-1.7482159
0.80262464,0.86550707,0.50847924,0.202775,-2.6724527,-1.9539136,-2.118762,-1.7843995
-0.4744541,0.5599576,-0.3539036,-0.31809375,-2.687999,-2.128745,-2.2768462,-1.7446063
0.3033276,-0.26079485,-1.0115541,1.4751633,-2.5237558,-1.9909234,-2.0241246,-1.724772
-0.21351495,-1.323961,0.32015127,-1.4026512,-2.7299213,-1.9546691,-2.0016177,-1.6479003
0.8615073,-0.46674412,-0.21112326,0.9625871,-2.59689,-2.1326237,-2.1383128,-1.9136834
-0.8400458,0.2555149,-0.80148995,0.16154233,-2.5251002,-2.189805,-2.3485227,-1.7329009
1.3595424,-0.36956292,-0.3390872,1.9914942,-2.4307559,-1.8402687,-1.9642493,-1.6596577
0.29151216,0.24945249,0.98615557,-0.045548655,-2.8347306,-2.05454,-2.0886166,-1.8304751
0.3969219,-1.8242036,-0.39814222,-0.03240058,-2.542116,-2.0139334,-1.9486994,-1.7454307
-0.55002093,-0.9124541,0.32366377,0.21305153,-2.707981,-2.1411452,-2.1194954,-1.7660854
0.24410392,0.5127678,-0.97110873,-0.25383586,-2.7459447,-2.032052,-2.1972942,-1.8180199
-0.7203158,0.4575338,1.0445762,-0.66606516,-2.6174164,-2.1611598,-2.1839113,-1.8024895
-0.8219242,-1.0348245,0.23098096,1.431904,-2.6376786,-2.1605358,-2.0370295,-1.9100525
0.30443332,-1.3770299,-0.24172236,1.1049181,-2.6572661,-2.1014462,-2.011708,-1.9099121
-0.5845125,0.16339518,0.43286955,0.4951604,-2.6704547,-2.215693,-2.2477908,-1.8245306
0.9031192,1.352511,0.39558876,0.81874865,-2.637345,-1.8840175,-2.169929,-1.8177841
0.3634302,-0.123900875,1.2523543,-0.8436717,-2.7216215,-2.0915525,-2.0746713,-1.889111
-0.95070887,0.631206,1.4468681,-0.86982435,-2.6002252,-1.913253,-1.9650601,-1.7271292
1.1878252,0.5870683,-0.9915777,-0.1927425,-2.5535333,-2.0286672,-2.1246006,-1.9818494
0.32759058,0.21677063,0.70860827,0.11513615,-2.808622,-2.1337714,-2.1615222,-1.8807263
-0.9535373,-0.009115469,-0.11681678,0.86342156,-2.5177343,-2.2338004,-2.2558718,-1.7863457
0.45825604,0.9424696,-0.59209144,-0.22832718,-2.8060837,-1.9909459,-2.1756043,-1.8592317
-0.21065676,-0.22631614,-1.2950536,-1.0229772,-2.506434,-2.1014934,-2.2278192,-1.7544899
0.33115503,0.7652966,0.5940791,-1.2960404,-2.7275777,-2.0004144,-2.1139061,-1.8204732
-0.22597161,0.896369,-0.048503354,0.34316882,-2.7713912,-2.0790005,-2.2270882,-1.8765366
0.2404424,-0.54219043,-0.5039857,1.138673,-2.6582794,-2.1803179,-2.1290221,-1.9519482
0.84427905,1.4255437,-0.6139531,0.88145775,-2.7072797,-1.8740675,-2.1916368,-1.8294263
0.9609512,1.8079371,0.15479097,0.63113874,-2.510801,-1.6940325,-2.0241365,-1.7494795
0.9387575,-0.4647296,-1.110931,0.7102097,-2.5271077,-2.1072202,-2.0656836,-1.901036
-0.12410918,1.5102367,-1.0868337,-0.48599473,-2.601263,-1.7558777,-2.0860295,-1.7690847
0.8822091,-0.4788264,-1.1111232,1.1717241,-2.5252552,-2.0430808,-2.0202453,-1.8704712
0.1057076,0.48360595,0.68109006,0.4608256,-2.8030508,-2.0833492,-2.164006,-1.8121934
-0.07210636,-0.7731035,-0.97607064,0.11804037,-2.4038348,-2.1246583,-2.1633046,-1.667556
-0.8635226,1.2451608,0.3024912,0.03612845,-2.7409277,-1.9842558,-2.197918,-1.7511077
0.058501545,-0.9773916,-0.12884262,1.6992468,-2.6423793,-2.0679398,-2.0149965,-1.8550849
-1.289614,-0.33802184,-0.7192252,0.24024022,-2.6410203,-2.0624452,-2.0658958,-1.7014496
0.58342594,-1.087256,0.66873425,0.33830643,-2.7435956,-2.1002107,-2.049681,-1.8514085
0.7190708,-1.3786196,0.39990765,1.9529917,-2.7116418,-1.8817123,-1.8313781,-1.8202705
0.33795044,0.8693317,-1.218748,-0.15574706,-2.7318184,-1.9618232,-2.1414397,-1.8706119
-0.8218197,-0.94915223,0.5402808,0.65044785,-2.6924312,-2.2263374,-2.1282659,-1.8661597
0.89955854,1.0103796,-0.3386326,-0.3199643,-2.6933305,-1.9826285,-2.1823893,-1.8731596
-1.7044629,-1.4568918,-0.6476566,-0.01264086,-2.4081695,-1.9645308,-1.8586932,-1.5174506
-0.5610163,1.0234702,0.025991527,-0.64619505,-2.7149796,-2.0733337,-2.2376037,-1.8248858
-1.2177033,-0.32887128,-0.24325863,-0.7900204,-2.5587707,-2.1927905,-2.268039,-1.7224159
-0.26213774,-0.0394856,-0.4330876,-0.040345296,-2.5394943,-2.1772778,-2.275931,-1.6776927
1.0268179,-0.06571607,-0.5897621,1.7542627,-2.4618206,-1.9670477,-2.0310497,-1.7647431
0.23454347,-0.27124265,0.49170604,-0.057185337,-2.8118842,-2.0657656,-2.09202,-1.7762878
1.302525,0.98408234,-0.48803186,-0.005363539,-2.6199818,-1.9749181,-2.1309855,-1.9456477
-0.45028988,0.080010585,0.47042385,2.7722094,-2.5968256,-1.9670203,-2.0506914,-1.7622409
-0.54204595,-0.39624292,0.69079703,-0.64258164,-2.6704736,-2.18752,-2.1767912,-1.7647269
0.7699675,0.65540886,0.26114625,-0.35143268,-2.7310379,-2.0477276,-2.16736,-1.8437958
-0.30720973,-0.29590806,-0.6226225,0.36376134,-2.606821,-2.1451843,-2.2109983,-1.7605007
-0.2504654,-0.41247672,-0.69634885,-0.29563946,-2.514445,-2.1450806,-2.2217128,-1.6563144
-1.6906642,1.1973699,1.369659,-0.022784557,-2.2248948,-1.804666,-1.9230982,-1.4815357
-1.6438284,0.45989716,1.1174409,-0.83118886,-2.363436,-1.9845877,-2.0315928,-1.6367927
0.23219597,-0.28560513,1.4061569,1.2781277,-2.8928516,-2.0155156,-2.0007906,-1.8630998
1.4701779,-0.27232134,-0.26973867,0.58100486,-2.512436,-2.173154,-2.190849,-2.0414443
-0.3088015,-0.46630794,-1.0763954,1.0667973,-2.492764,-2.0620813,-2.0648756,-1.7159591
-1.1255586,-0.3489009,-0.10959786,-0.24417242,-2.6676378,-2.1768332,-2.179956,-1.7609081
-0.3632597,0.11575885,0.4138967,0.7982682,-2.7094684,-2.1504989,-2.2116811,-1.8025784
0.9931606,-0.229667,-0.651841,-0.30628425,-2.4717236,-2.0589132,-2.1096048,-1.7204669
-0.36475256,0.34383765,0.3251587,-0.2915476,-2.7264805,-2.1736283,-2.2439392,-1.7903018
0.14093186,1.6628608,-0.18366991,-1.7571394,-2.4996054,-1.6927422,-1.985655,-1.700674
-0.65715593,-0.038136,1.5015607,-1.0962601,-2.6672952,-2.0913172,-2.049294,-1.8503914
1.1811186,0.9702393,1.1295011,-0.5940472,-2.688811,-1.8915877,-2.0046577,-1.8359208
-0.8641035,0.79252625,-0.6669251,0.31002006,-2.648131,-2.0902057,-2.2767968,-1.7803142
-0.6468789,-0.7320752,-0.43801102,1.3499982,-2.5581706,-2.169016,-2.1353621,-1.8263266
-0.48171443,-0.047776606,-1.3884867,-0.403499,-2.5638483,-2.057509,-2.200943,-1.7235284
-0.07782087,1.1891676,-0.18598966,-1.2845366,-2.686585,-1.9570295,-2.1864562,-1.7970712
1.122603,1.4970225,1.6675909,-0.27077323,-2.6404824,-1.8421435,-1.9923638,-1.8494453
0.3481395,1.7828283,-1.4493177,-1.2738584,-2.255947,-1.3782994,-1.7785058,-1.5557649
0.08973236,1.3662256,-1.053626,-0.57354826,-2.6814828,-1.8030744,-2.0900667,-1.8012316
1.2140491,0.09358553,1.4788947,-0.63061035,-2.6668503,-1.8671333,-1.909035,-1.7658916
0.43429726,1.8558894,0.30279306,1.19048,-2.7050242,-1.7958455,-2.169086,-1.7375548
-0.12090938,-0.13064943,-0.4625016,0.1745039,-2.6639056,-2.1606188,-2.2238626,-1.7995269
-1.1896985,1.1123129,-0.3355696,0.24117249,-2.6150875,-2.0506158,-2.2341032,-1.8125808
0.07049166,0.5556902,0.31440997,-0.32285944,-2.8047829,-2.1099715,-2.2006567,-1.8165748
1.999312,-0.5905705,0.15215465,-2.0019686,-2.1796134,-1.691632,-1.8928471,-1.4368253
0.3178009,-0.15678881,0.4447448,0.45329323,-2.8421786,-2.1165867,-2.1255786,-1.9021184
-0.71797323,-0.15646836,0.9981888,0.22525138,-2.848406,-2.084797,-2.0465045,-1.8356905
0.7112382,0.31931815,-0.20718297,-0.42112905,-2.6812723,-2.1198626,-2.2186613,-1.8798068
0.58252454,0.057255443,0.9340214,-0.36082935,-2.7350934,-2.049038,-2.0727973,-1.8204663
-0.3288806,0.2052444,0.18697302,-0.30804828,-2.6673965,-2.162724,-2.2414644,-1.7256694
-1.1602333,0.22111799,1.0721219,0.65284914,-2.4517174,-2.1038318,-2.1361878,-1.6566391
0.47596228,1.0659455,0.8903995,-1.0741959,-2.707653,-2.0248415,-2.1546693,-1.838563
-0.14758757,-0.32846886,-1.021041,0.57894826,-2.6106331,-2.0850759,-2.1218753,-1.772191
-1.2808183,-0.61807424,-1.0002127,-0.262424,-2.4864445,-2.1162252,-2.1526186,-1.6697958
-1.0127999,-1.586635,-0.5038666,-1.132402,-2.3910403,-2.060052,-2.0831034,-1.5158265
0.566236,-0.58727837,-0.34709975,-0.7440667,-2.4599617,-2.1225972,-2.1873465,-1.6839764
0.7990886,-1.4340029,0.90506417,-0.0067966077,-2.726302,-1.9676675,-1.9118842,-1.7663772
-1.2173837,0.048452314,-0.5636547,-0.15749785,-2.5669794,-2.2104993,-2.286392,-1.7940125
0.6434184,-0.5489553,0.29385152,-0.41818875,-2.694375,-2.0381246,-2.067305,-1.7229533
1.0508004,0.966392,0.3290931,-0.38109264,-2.673265,-2.00104,-2.169696,-1.8576679
-1.3134351,0.6898859,0.7628337,0.002701901,-2.5399246,-2.0588984,-2.129013,-1.7204895
0.10788663,-0.9462445,0.08735469,-0.6369387,-2.690595,-2.0364337,-2.0536282,-1.6703563
0.19460809,-1.1498022,0.46809983,-0.73055226,-2.6946847,-2.0572643,-2.021161,-1.7301812
0.2652919,-0.24238135,-1.5816342,0.16098538,-2.5101068,-2.066585,-2.058705,-1.8193288
0.7377996,-0.7014245,0.86413527,-1.6865591,-2.662165,-1.9206966,-1.9616293,-1.7572243
-0.6035998,0.07078798,-0.28992683,-0.4024832,-2.5953736,-2.1837683,-2.2753768,-1.7049918
0.4711234,1.9332088,1.2665787,0.0036296993,-2.7564821,-1.7981577,-2.0285444,-1.7787101
0.40497145,0.44103017,-0.07277281,-0.7714671,-2.7201726,-2.0545597,-2.168713,-1.7702601
1.5519589,-1.4147907,0.24632019,-0.0543862,-2.379421,-1.940106,-1.9569465,-1.6508372
0.00049367175,-0.81929487,0.09496601,-0.22260183,-2.6018372,-2.1748252,-2.1799996,-1.7493002
1.3510951,1.6400595,0.6430875,0.57615936,-2.5053663,-1.7764157,-2.0715172,-1.7307711
0.73949707,0.97598284,0.29202962,-0.19069359,-2.7313569,-1.9734585,-2.1286175,-1.8359578
0.5694672,-0.8644186,-0.25382155,-0.40641618,-2.5582952,-2.0723677,-2.0964446,-1.71509
2.163026,-0.08601904,-0.34840164,0.20096079,-2.2517264,-2.0507288,-2.1014748,-1.9277582
-0.84853214,-0.9326554,0.37461692,0.46615437,-2.6087914,-2.2273288,-2.1603966,-1.7716687
-1.0930177,0.48947206,-1.2537445,0.58033293,-2.446903,-2.06634,-2.2215357,-1.6514387
-1.4396206,-1.689848,0.48595956,0.74700004,-2.4772053,-2.209653,-2.0349271,-1.821156
1.3058097,-0.74275064,1.3301089,0.33481723,-2.579609,-2.0584302,-2.0228074,-1.9375851
2.4008694,-0.42716348,-0.34845388,-0.13407409,-2.1216466,-1.8758892,-1.9629574,-1.6999965
-0.7299784,-0.51043785,0.02419111,-0.20954314,-2.632067,-2.1709352,-2.1989944,-1.7075148
-0.8721,-1.4413162,-1.6216213,0.8663913,-2.2311788,-2.0119405,-1.8522304,-1.6226943
-0.13095723,-0.3733737,-0.088661425,-0.06794362,-2.7354448,-2.1658633,-2.1995149,-1.8316324
-0.8481178,0.4030929,0.6382122,0.21376216,-2.5880845,-2.2006745,-2.2509224,-1.7412114
0.78893864,0.48326328,-0.22528088,1.1894221,-2.653737,-2.0655994,-2.174811,-1.9773252
-1.4343096,0.55582875,0.010233967,0.08761621,-2.5943017,-2.1253066,-2.2328107,-1.8211126
-0.59419125,0.11797196,-0.54969466,0.95948535,-2.7314062,-2.0472946,-2.1253052,-1.7698431
-1.522826,0.14330803,-0.3848197,0.07214136,-2.5928702,-2.2145393,-2.2933214,-1.8532712
-0.7371837,0.7040911,-0.9408348,-0.14493129,-2.6145883,-2.012816,-2.1950457,-1.7290013
-1.7452009,0.21355017,-0.04945156,0.34790295,-2.4698315,-2.1291668,-2.2220573,-1.7322938
-0.95238113,-0.51979345,-0.8191618,-0.8385547,-2.5398986,-2.1463437,-2.213148,-1.7040086
-0.8262358,1.7107974,-0.36933875,-2.2117517,-2.0763166,-1.6160641,-2.0370002,-1.5902586
1.0472838,0.66933966,-0.7495471,1.216832,-2.517828,-1.9395083,-2.1156385,-1.8043101
-1.5192178,0.023562431,1.6327938,-1.0039495,-2.31647,-1.9443654,-1.9291711,-1.5974474
-0.308647,-0.79930055,-0.0009237863,-0.22991541,-2.6142848,-2.131498,-2.15461,-1.6785429
-0.10927081,-0.20518343,0.05896663,-1.1830387,-2.5440037,-2.135148,-2.2215116,-1.6647279
