0,1,2,3,4,5,6,7
-0.15051955,1.176985,-0.11512548,2.1261563,-0.3722358,0.32112998,0.773727,-1.1401368
2.3947625,-1.0343876,-0.9520161,-0.12640525,0.054014772,0.09799838,1.1775947,0.24526462
0.1323375,0.29988438,-0.9766183,0.13793105,-0.16449611,0.5778038,-0.37164962,-1.7578098
-1.2332563,-0.10448249,-0.7230822,0.6796066,1.7927618,-0.13073917,0.07604313,-0.4298478
-0.80443794,-1.7951666,-0.82595164,-0.017628722,0.24184775,1.2040948,-0.38713196,-0.20210277
0.0039027333,0.1370379,-1.808487,-0.3462627,0.9135323,-0.71689796,-0.43985197,-1.6356573
0.24961032,0.6252234,-0.23640482,-0.534992,0.35392568,0.4583595,1.3915893,-0.42171067
-0.70059687,-1.6998858,-0.5311599,1.4313765,-1.7674146,0.024409167,-0.19634376,1.2925372
0.4103828,0.57416457,0.39223766,-0.27796516,-1.1032077,0.3858212,1.0301087,-0.93524647
-0.524511,-0.29302517,0.25236106,1.3404254,-0.5088286,-0.6814188,-0.11835575,0.47833204
0.123738855,-0.41572607,-0.37883103,1.2183418,-0.46425718,0.847873,0.14232048,-0.07941198
-1.8269497,0.39961153,1.1060748,0.6364734,0.5926081,-0.053382695,1.3983134,1.908186
0.19783781,0.78851694,1.568568,-0.51112854,0.5705391,-0.46973354,-0.33570442,1.1914936
0.20168163,-0.15601149,-1.1552097,0.3854621,0.10033035,0.26946288,-0.27213454,0.5024745
-0.057023168,-1.1434736,-1.5355169,-0.13835044,-0.3241998,0.91817963,0.30089402,0.3917113
0.2136448,1.0621775,1.4699057,0.618127,0.32965514,-0.8648342,-1.2319528,2.1015475
0.622577,0.014022142,0.019420654,-1.6252584,0.9656928,0.5922023,-1.0202823,0.77725196
-0.118803754,-0.42446005,0.10375534,-1.1969428,-0.341707,-0.49430788,-0.82093406,0.73716486
0.11647853,-0.062473103,1.0815376,-0.3344142,-0.15229714,0.3070823,-0.08234899,0.14027768
0.3210336,-0.1206851,-2.3365037,0.21977809,0.57988656,-1.025893,0.87362397,-0.3810614
-1.5589223,1.5868018,0.38364127,1.0360758,-0.0068220496,-0.08998644,-0.37819576,-0.76725924
-1.4829476,-0.6249407,-0.3416215,-0.24166591,-0.12959203,0.15760954,-1.3886896,-0.28345332
-1.0125566,-1.347255,-1.2737985,0.53797865,-0.08463761,0.17259744,-0.68118083,0.5806839
-1.5441813,-0.01334697,-0.40055248,1.1953342,1.8031167,-0.15544605,0.33606178,1.4645195
1.6308938,1.0747418,-0.47234166,-1.214512,0.3101958,1.122578,1.5639524,-0.5165274
-1.0462652,0.83953655,-1.0374848,0.39361328,-0.86760616,-0.12216212,-0.5154244,-0.07348645
0.49177843,0.38927472,0.5315126,1.4458076,1.174518,-0.44753888,0.76763844,-0.12971018
-0.30431414,0.21008374,-1.7577648,1.5511098,0.20309183,-1.8733456,0.67198396,0.3222911
-0.49116638,0.7100346,0.5667846,1.1027826,1.311458,1.2371011,-0.08884752,0.1319718
-0.055704348,0.5102357,1.0986102,-0.04007922,0.35681725,-1.033576,-1.2442192,-0.48305318
-1.5194876,0.91966563,-0.35458338,-1.5124876,1.101013,1.2917207,-0.053433955,-0.29054892
-0.17215984,-0.0044071376,-0.22282657,1.7146289,0.61674535,0.006226316,-0.06262544,-0.29307234
-0.17024332,-0.11519393,0.29641137,-0.36360532,-1.2858648,-2.3399982,-1.3833482,1.8213035
-1.0875201,0.6782825,1.4185427,0.6973381,0.1546053,0.48498487,0.36327633,0.25741687
1.3379756,-1.2508883,0.35001227,0.25112632,0.8237606,-0.10695824,0.53041935,-0.3636319
1.5782702,-0.01604636,-0.53412586,-0.47988227,0.071130574,0.94912714,0.293909,-0.015966311
0.3639502,-0.2582496,1.3894153,1.3354862,0.2925208,-0.46689707,2.1892822,-2.108537
0.41733554,-0.31289178,-0.86913264,0.03547939,0.88435334,0.45688507,-1.8000171,-1.6828731
-1.1986989,0.20748776,-0.06502268,-0.53614277,-0.5085983,0.014167681,0.48470947,-0.3679352
1.2135205,0.14593744,-0.73095673,-0.11139256,-1.3412385,1.2102004,0.015476346,1.0182072
1.681512,-0.2558086,0.22096047,0.49640074,-0.05396958,0.12623303,-0.9762508,0.76130044
0.6096314,-1.4284532,0.8022424,-0.12377763,1.0696373,0.34112775,0.1725427,-0.28487724
0.36428875,0.67550087,-0.92925286,-0.18252605,0.521695,1.482691,1.0079322,-0.15295668
-2.1682973,0.96651614,0.12595591,-1.4277391,-1.6104541,0.2574206,0.028338552,0.42555305
-2.5165405,0.94982505,-0.43285042,1.2329944,0.4058467,1.3811119,0.75076437,-0.34300825
0.11099027,-0.05792907,-0.39506027,0.98681355,-1.9803565,-1.6283786,0.090280235,0.25881365
-0.6653155,-1.7300532,0.08998397,0.51354694,-0.42183083,-0.46514416,1.8264446,-0.7153508
-0.48279166,1.3859793,-0.26041964,0.60146,-0.39939782,1.1169575,0.3084681,-0.3949042
0.2198603,0.3552597,1.2287316,-0.6049721,-1.7325022,-2.2121186,0.35789242,1.9528376
0.3905229,1.6144505,-1.2772698,0.8583904,-0.77836823,1.8443688,-2.4315329,-1.4006959
0.88240314,0.90544367,-0.018448532,0.026447356,-0.12625608,-0.38767904,0.7644845,-0.54713655
1.6172493,0.22893602,0.48844677,1.049708,-2.4349885,0.36205184,-0.1833942,-0.0477013
-1.4109113,0.21171424,-0.36645567,-1.1402119,-0.5096387,-0.30541986,-1.3817455,0.35746312
2.0302746,1.5648239,-1.57845,0.9621107,-1.128314,1.2118515,-0.38173628,-0.41946834
0.71035147,-0.1558644,0.5336309,-0.7153226,-0.39175573,0.24947214,-0.32811937,0.6909493
-1.5442151,0.19896634,0.55486155,0.42845628,-0.39853108,0.7567764,-0.14607495,0.57795125
1.1654222,-1.0270082,1.0756525,1.0360068,-0.48326004,0.075332955,0.302819,2.716203
-1.1477039,-0.7523376,0.20911738,-0.10911787,-0.022025913,-1.0166489,-0.4723471,-0.00893347
-1.1848893,-0.57971144,0.58862007,0.024975196,0.6170379,-0.8287785,0.9675112,-1.4362849
0.8520312,-0.4064849,0.74899864,0.039695904,-0.5513176,0.8817292,0.805384,-1.1342255
-0.07644093,-0.85106367,-0.27035582,-0.6588357,1.9466143,2.1043344,1.4574044,1.6576126
0.0779254,-0.37110326,-1.0196419,1.2737473,0.18668208,-0.23333842,-0.8944868,-0.12975511
-1.0762569,0.8867576,-0.31237397,-0.21391582,-1.2081362,-0.71752185,0.017626595,0.84669393
-0.87808293,0.1822122,-0.3091194,0.14039643,0.42598957,-0.5379734,-1.0470101,0.09534731
0.32048553,1.9243593,-0.16718394,-1.8075169,0.98206913,-1.425086,-0.6486286,0.91649467
-0.55516404,0.53572184,1.9284146,-0.64882165,-0.18207105,-2.142145,0.044670284,0.565294
-0.47872362,0.4309234,0.9890547,-1.5791341,0.46174088,-0.046585336,-1.1906314,0.48809925
-0.5543764,0.700855,0.897927,-0.07026409,-1.0167942,-0.4028772,-0.97113705,1.3583397
0.7689525,-0.13274172,-0.29188403,1.4316806,1.1229445,0.85780424,0.5280876,0.033256114
0.105570324,-1.4218078,-0.412432,-0.489397,0.13468659,0.74524593,0.5345856,-0.18436755
0.67516434,-0.25869197,0.6979861,1.1184611,1.8957713,-1.1620075,-0.13826185,0.49011576
-0.2393099,-0.3998826,-0.4143861,-0.5561981,-1.4194077,-0.046795726,0.90262294,-0.20626324
0.2892674,-0.6071816,-1.3610438,1.2236494,1.1985788,1.2305342,-0.6473748,0.02574427
0.8564797,0.013701469,0.30330342,-0.9060805,0.56139696,1.7781547,-0.70803,-1.1743006
0.06809053,0.25771564,-0.17531617,0.5577268,-1.1191878,0.15884924,-1.2491385,0.27369037
1.0357773,-0.38188297,0.43444955,0.23958254,0.44162303,0.5503502,-0.6894255,1.228792
-0.9609554,0.067268655,-1.3427904,0.19330421,-0.14787334,1.0788031,-0.5035724,-0.64847493
-0.009154327,-0.19557473,-1.1434553,2.067963,1.1393815,-0.69357395,0.8276649,0.029958207
-0.42677885,0.10678969,-0.22480547,0.4600236,0.7184144,0.25075984,0.26536202,-1.0754896
-0.7834066,-0.8385015,-1.8084712,0.63828874,1.4573257,0.0851465,-0.5659728,-1.675493
0.044887304,0.17002314,1.1192186,-0.8253432,-1.3535442,-0.23601776,-0.15295559,-1.2892843
-0.6733203,0.49390307,1.6025075,-0.060440198,1.6105964,-1.1847777,0.78575146,0.6947891
1.5377513,-0.14902478,-0.9718829,-0.14280471,0.37168348,1.1780803,-0.9909912,-0.8224831
0.11188313,-0.30520415,0.10010351,0.09162768,0.5886929,-1.1400436,1.0559616,-0.7448665
0.8221026,1.3070049,-1.4466257,-0.5943033,-0.21721905,0.9956325,0.6015962,-1.3359519
-0.3483979,0.37443414,-1.753427,-1.0617503,-1.2553095,0.27352017,0.2477844,0.31701452
-0.24614888,0.29705006,0.72667724,-1.0638509,-0.6437212,1.1988055,0.6668794,0.06312412
1.3676635,-0.48781413,-1.7210255,0.6266635,-0.8823409,0.6763536,-1.2741756,-0.52996916
-0.504587,-0.01171419,0.5069386,0.22053303,2.0076394,0.33546305,0.09172052,-1.4466264
-1.1354154,1.976032,-0.31259498,0.97279674,-0.4191622,1.6686641,0.6831745,-0.27820984
-0.6831644,0.8097013,-0.3764345,2.1619728,0.80067885,0.066505164,1.0720494,1.0490367
-0.097227335,0.27588466,1.5302453,0.79998356,0.26381686,-0.30080196,0.75609607,0.06830785
0.5975504,0.39431274,-0.2375256,-2.2340598,-0.044735193,-1.2251616,-0.025964908,-0.026321312
-0.93871504,0.02805303,0.8815769,1.3160994,-0.31685263,0.18065351,1.4392061,-0.075150356
-2.028809,-0.46279025,0.99743956,0.67200756,-1.4373921,-0.013406128,1.254867,-1.2096759
-0.24942619,0.3682962,-0.26059484,-0.068315305,-1.4751245,-1.0386084,-1.3300713,1.5285715
1.3438494,-0.28737435,0.2752046,0.31920737,1.3658354,-0.075732425,-1.4860101,-1.6867483
0.034158707,-0.5482868,-0.37732655,0.8785189,0.19010235,-1.93688,-0.7465468,0.078474134
-0.14823471,-0.8001101,-0.5210709,1.4959042,-1.1098453,-0.83724993,-0.4032994,1.8792788
0.9884308,-0.42903057,1.4562781,-0.2952243,0.5353728,0.31309196,-0.09603548,-0.5376901
0.44943768,0.42236948,0.12514734,0.10236086,0.804209,-0.13091093,0.41469246,0.1196633
0.46659142,0.40100878,0.03939667,-0.61050934,-0.030941635,-1.3379623,-1.0970902,2.0065038
1.6685647,1.4321303,0.6266359,0.20744663,1.3762393,2.2433026,-0.32232085,-0.6603127
-0.4560346,1.9424236,0.6708709,0.68646383,-0.6815977,1.263381,0.08782023,1.2668438
-1.1538377,2.3043427,0.18235712,-0.58238107,-0.8697114,0.7617424,0.7009964,-0.29999557
-1.5866938,0.15018532,1.4810971,1.191864,-1.0220594,-2.7964876,-1.5146271,3.0552552
0.32066777,-0.68712175,-0.98844767,-1.2436509,0.33277887,-0.41750067,-0.46719623,1.7549667
-1.160829,0.90295464,1.2301103,1.7859854,0.676843,0.5134685,3.0611873,1.6113317
0.9581666,-1.4019388,0.08354656,1.9836692,-0.08876627,-0.089580484,0.16934863,1.5102293
0.64890844,-0.63400656,0.096885234,-0.7736368,-0.6347404,-0.0067937877,-0.12379193,-0.098660424
0.6459408,-0.02791093,0.76639754,-0.5646833,0.2214072,-0.006165281,-1.9416388,0.52222776
-0.30433935,0.1702774,-0.79756665,0.64457726,-0.8181295,1.0124542,0.2751293,0.6642674
1.3621868,0.76436085,-1.353717,0.94464713,0.58461386,-0.80735874,-0.9228043,-0.044592645
0.65217215,0.94208825,0.87464845,0.4675693,-0.47317842,1.5433924,-0.9331589,0.102711484
0.96439195,2.2873342,1.0554131,-1.7521243,0.15740716,0.09122306,-0.27829865,0.9008254
0.19081934,0.3276293,-0.7506546,-0.5438895,0.7786653,-1.6933286,1.4662006,-1.2639408
1.1346055,0.0017288271,-0.48078737,1.0490856,-0.22807595,-0.22732389,-0.14726551,-0.36653587
1.8471513,0.28437328,0.5986781,1.1836834,-0.48593467,0.5439561,-0.094934165,0.29285544
0.14532673,-0.65938437,-1.1455371,0.6785918,-1.1642685,-0.5664404,0.87621677,-1.1750748
-1.614696,1.1562368,0.3148573,-1.404169,0.44920492,-1.1132131,0.48871714,0.6180487
0.29132682,0.7839312,0.3898437,1.2047427,-0.5916271,0.6272297,-0.35264492,-0.5486018
-0.7198473,-0.18150681,-0.7334642,0.6461581,-0.4329897,-1.2218144,0.25048947,-0.033410795
-0.9702678,-0.23704731,0.98998755,-0.37141466,0.29079884,0.0731329,0.7024412,-0.5476768
0.42929858,-1.57845,-0.4748919,2.28833,1.2462721,0.824879,-0.07692921,-0.16493246
0.9250276,0.34021142,0.2260959,0.67480594,-0.4357738,-1.6757058,1.1285731,-1.3260598
-0.92197484,1.2366754,-0.26485592,1.822138,0.9937506,0.60992783,-0.5744238,-0.27151713
