mean_0,mean_1,mean_2,mean_3,var_0,var_1,var_2,var_3
0.95562214,-0.52652025,-0.8306958,0.5905451,-5.3903847,-6.731877,-4.458868,-4.689664
-0.76934445,0.8374691,-0.84814465,0.23248556,-5.185975,-6.547899,-4.952954,-4.878042
-1.5298939,-0.5227882,-1.4828846,0.14858803,-4.2839346,-6.749979,-4.516364,-4.5334682
0.57866794,1.2630787,-0.6704701,-0.13974474,-5.0973043,-5.8419065,-4.298291,-4.7287526
-0.27969477,0.64376277,-1.1650374,-1.1953505,-5.195361,-6.7768893,-4.37589,-5.3946986
-1.0049502,0.9963398,-1.9402146,-1.6042192,-4.152103,-6.3710012,-3.7226622,-5.433589
-1.6593888,-0.36580703,-1.7783697,0.12544298,-3.970474,-6.9058824,-4.3035383,-4.583862
-0.40384403,-0.3268434,-0.9097456,0.8172976,-5.5336447,-7.0382776,-4.975391,-4.573553
-0.40249476,1.6372,0.8172279,-1.6146187,-4.9158926,-4.7099247,-4.130202,-3.8667846
-1.3640267,0.40066403,-0.6867311,1.993747,-4.6181393,-7.4403186,-5.0001736,-3.8402357
0.7597925,0.4578841,-0.9140734,0.30148345,-5.124696,-6.8489275,-4.3731422,-5.0201154
-0.35313144,-0.62767303,-1.3676723,-1.6765023,-5.1499996,-6.8278255,-4.014571,-5.425352
1.4622191,1.6596317,-0.38398665,-1.4406406,-4.5819592,-5.512156,-3.7718823,-4.9272523
-1.299938,0.961947,-0.7170428,1.9426696,-4.598545,-6.492783,-5.25721,-4.1924253
-0.66538745,0.14303951,1.5889091,0.57319957,-5.1897497,-7.8088117,-4.9438734,-3.3781028
-1.0714647,-0.6124342,-1.020169,-0.2543009,-4.88933,-6.761858,-4.6264024,-4.630989
-0.6861583,1.8052548,2.0840733,0.7703496,-4.5752993,-5.478451,-4.7545404,-2.8869681
0.13807625,-1.2342682,1.8052886,0.6830677,-5.3265505,-6.0548563,-5.1818547,-3.5873513
0.57759243,-0.23648377,1.4402163,0.4823755,-5.073621,-7.1891236,-4.6777387,-3.961299
-0.51556927,-1.9765129,-0.8359359,-0.3088112,-5.352893,-4.275246,-4.5782614,-4.868102
1.6698377,1.9962374,-0.40827274,-1.3812002,-4.0764627,-4.5744843,-3.2997074,-4.668016
-1.5122887,-0.1484078,-1.3370795,0.12920716,-4.3154125,-7.2961745,-4.4560046,-4.344299
0.10450797,-0.115970165,1.0316842,0.23426852,-5.4277744,-7.700039,-4.900585,-4.1572027
-0.4569382,-1.0664111,0.17734843,1.1670227,-6.0946226,-5.7875752,-5.4399004,-4.1298304
0.7321028,0.395607,-0.5709622,-0.59056294,-5.1185455,-7.1931043,-4.392042,-5.194928
-0.72233677,-0.117544115,-0.06848696,1.4932417,-5.323433,-7.352253,-5.044094,-3.8486972
0.25894946,0.9070232,0.6930555,0.87790394,-5.1799326,-6.8885736,-4.8813033,-4.330919
-1.7736769,-0.47803885,-2.0149477,0.6221975,-3.7618861,-6.6523848,-4.3225155,-4.5820746
0.2820626,0.21839224,0.65306515,1.2428743,-5.317518,-7.580896,-4.8748446,-4.163182
0.33620918,-0.6162315,0.5653535,2.026966,-5.8406353,-6.7304068,-5.49092,-4.238354
-1.0356328,0.88839245,-0.39055848,1.3700821,-5.117427,-6.597716,-5.4180465,-4.3442807
-1.458472,0.2339445,0.74935305,0.20857692,-5.111637,-7.5760555,-5.0123067,-3.5604715
-0.09133621,1.3916336,1.371383,-1.7157211,-4.7730227,-5.690276,-4.2057834,-3.897667
0.038760897,0.42977208,0.41994068,1.127696,-5.32413,-7.4699783,-4.899253,-4.191022
-2.3302872,1.7024491,-2.3105555,0.6611381,-3.1757824,-4.568242,-4.1290054,-4.59756
0.6274751,-0.32202542,0.33237174,-0.12437177,-5.4549694,-7.28545,-4.719252,-4.640781
0.8140238,-0.31928545,0.9382387,2.529947,-5.269746,-6.889377,-5.2027464,-3.9594326
-1.6502285,-0.41494143,-0.3222314,-0.27303004,-4.555938,-7.171907,-4.5139747,-4.029561
-1.2135642,-1.0715222,-0.62289834,0.6165007,-5.096242,-6.016077,-5.053358,-4.278625
-0.2885657,0.21699816,1.0228475,0.21254733,-5.322054,-7.5601306,-4.787732,-3.8975105
0.8019508,1.4034613,0.47881174,-0.5247402,-5.0179234,-6.1137094,-4.358406,-4.4762583
1.2784773,-0.559553,-0.23787011,-0.6695813,-5.2759447,-7.073566,-4.3731365,-5.029366
-0.98260826,0.30900297,-1.6014526,-1.1938711,-4.597167,-7.1819334,-4.0075793,-5.2414455
-1.2191056,0.20597102,-1.0324051,-0.18830821,-4.7469134,-7.4927397,-4.494773,-4.563352
1.0346969,-0.04541882,-0.39256093,-0.3861002,-4.968706,-7.5686593,-4.244459,-4.989053
0.20826495,-0.72809345,1.1878827,0.35865164,-5.762083,-6.746299,-5.199462,-4.193838
1.8587242,-0.55577946,-0.25247857,-1.601257,-4.368053,-7.1302805,-3.4928377,-4.658887
-0.42708626,1.4338151,0.6109278,-0.0321431,-5.1279755,-5.3807697,-4.5856276,-3.879366
-0.75308096,0.008707111,-0.0415397,0.7847614,-5.294669,-7.5024586,-4.9230943,-3.9708385
-2.2962084,0.26664844,-0.1856438,-1.5558844,-3.9107394,-7.3256984,-3.7609184,-3.973662
0.9520912,1.0975204,-0.52967113,-0.57757807,-5.056862,-6.262016,-4.2965584,-4.99931
0.0053031854,-2.1455638,-0.27537325,0.6065439,-5.407036,-3.8529558,-4.6054816,-4.1127467
1.0657463,-0.6919433,-0.75978535,0.5730996,-5.480386,-6.400676,-4.5010004,-4.7716546
-0.10053315,0.29651532,-1.2074809,-1.437607,-5.204954,-6.926996,-4.083083,-5.1603703
0.039856795,-1.0397245,-0.46801212,0.47165775,-6.1185875,-5.702591,-5.1116,-4.729309
0.4241848,-0.06535365,1.5561588,-0.67547935,-4.8682547,-7.437979,-4.445589,-4.0573444
0.8291008,0.96712196,-0.6987839,-1.4628493,-5.0427656,-6.2411537,-4.0477505,-4.94498
-1.0024649,1.3577932,-0.19680846,1.3879963,-5.0734167,-5.2995296,-5.2578897,-4.262684
-0.9521323,1.1623355,1.7441763,0.57028365,-5.0152235,-6.5702987,-5.103303,-3.14297
0.8146418,1.421012,0.5527263,0.32554555,-4.9401484,-6.2266254,-4.3960667,-4.26808
1.2340275,-0.8884685,-1.2195586,1.4167022,-5.3305798,-5.8456554,-4.349283,-4.376724
-0.91568816,0.7807864,-1.0290651,0.30234617,-4.9733257,-6.88172,-4.8161783,-4.8500276
-0.93149006,0.31723613,-0.23483016,-0.6347256,-5.062196,-7.3012176,-4.5944233,-4.517824
0.3048715,-0.38911077,1.3488166,0.4288591,-5.5115747,-7.059891,-4.970211,-4.065689
-0.47811466,0.37295756,2.1310499,0.80991685,-4.934927,-7.65039,-4.936984,-3.200436
-1.3927284,1.3365351,-0.18379422,-0.15257737,-4.803743,-5.394729,-4.76328,-4.3451443
-1.4356141,0.53251857,-1.4589247,-0.1413377,-4.3208036,-7.0958443,-4.509927,-4.814451
0.3201934,-1.5803313,1.5153666,-1.3041593,-5.0195036,-5.467659,-4.3907137,-4.141754
0.13069552,-0.6231995,1.1589631,-1.1179285,-5.519947,-6.9342747,-4.7060866,-4.3814473
1.1115175,1.4956042,-0.43918234,-0.5091396,-4.8844433,-5.8621163,-4.1689506,-4.8880625
-1.8514925,-0.7998891,0.97854984,0.41281438,-5.3231087,-6.8273325,-5.1952815,-3.3195124
0.30380797,-1.0379092,0.8013169,0.5364907,-5.758748,-6.2196727,-5.220294,-4.3253436
0.07577171,-0.07041714,0.86326045,-0.61097026,-5.33212,-7.6026683,-4.6369133,-4.342755
-1.0056216,1.3219241,-0.24779302,1.2112155,-5.094533,-5.355671,-5.25118,-4.3201504
-0.2678779,-1.7668505,0.5081189,-0.7257837,-5.603981,-4.607446,-4.6258006,-4.2588773
1.2043393,-0.10813972,0.7862809,0.0994139,-4.6716814,-7.2624574,-4.320428,-4.352468
0.086433366,0.27630582,-1.2887971,-1.7352954,-5.151121,-6.786371,-3.811521,-5.055729
0.18217352,-1.9116119,-0.76934874,-0.8719203,-5.5508432,-4.517,-4.332686,-4.9039626
1.218993,-0.35693744,-0.38761908,-1.2831777,-4.936577,-7.3857555,-3.9555833,-4.854444
-0.41635826,-1.2519695,0.19646439,-0.45933965,-5.815835,-5.6046553,-4.922653,-4.5005054
-0.19447789,-0.97674376,-0.74583405,0.936195,-5.9586134,-5.8989635,-5.1976385,-4.683605
0.24161607,0.030433826,1.2940967,-0.8264156,-5.087184,-7.3902125,-4.5234623,-4.208801
-0.105192505,0.57363516,1.8459488,0.6095044,-4.839876,-7.495782,-4.8508596,-3.6669579
1.2659013,-0.31250647,-0.3579122,-1.2479873,-4.867173,-7.4442925,-3.934077,-4.8471303
-0.33272117,0.6442918,0.7809795,0.008974522,-5.347369,-6.782043,-4.8397446,-4.179435
1.5558954,0.7378738,-0.5146741,1.0345976,-4.454656,-6.8397493,-4.168111,-4.771803
1.9070226,-0.11357272,-0.10406096,0.9645227,-4.131182,-7.157311,-3.9038537,-4.4056797
-0.20766112,-1.8270426,-0.70882636,1.259627,-5.5816345,-4.400977,-4.9151306,-4.346195
-1.5100894,-0.88764524,0.39739725,0.24291629,-5.273052,-6.6734138,-5.093217,-3.7977495
0.9868098,-0.42519137,-0.97254807,0.78610635,-5.261506,-6.7662616,-4.3512053,-4.5960927
-0.87250125,0.39861795,-0.25223333,0.5553649,-5.1479044,-7.2991705,-4.9542522,-4.26423
-1.1186261,0.49539274,-0.43615147,1.4683449,-4.965727,-7.367152,-5.181127,-4.1030307
-0.070654385,0.57763135,0.58336586,-0.6924639,-5.2891016,-6.796034,-4.646322,-4.4822497
0.20962572,-0.32780212,1.1980995,-0.88016474,-5.3712015,-7.2746315,-4.6579676,-4.310064
-0.793805,-0.65336084,-0.7012839,0.3896842,-5.4144573,-6.6756883,-5.006731,-4.4535637
0.343694,-1.1725117,-0.8349096,-0.79002655,-5.8187237,-5.786615,-4.536047,-5.1254845
0.65905315,-0.6907864,0.8900968,0.19132406,-5.546753,-6.713036,-4.9209366,-4.4452744
-0.91662735,0.43309942,-0.33951712,0.57577485,-5.1371193,-7.2898297,-4.9830914,-4.305017
1.092153,1.9401561,-1.138892,1.2086266,-4.33869,-4.4999638,-3.933578,-4.2391148
1.2503577,2.242617,0.7998372,0.22828794,-3.9878087,-4.3857927,-3.6504529,-3.7871637
0.06741918,-0.9258551,0.33460486,2.2563205,-5.913293,-6.0454693,-5.58733,-4.1298885
0.21802074,-1.9297749,-1.2752486,-1.8657448,-4.6900597,-4.543303,-3.3598764,-4.8208647
0.74982744,1.959476,-1.0620322,0.4875663,-4.718093,-4.422098,-4.042605,-4.5971546
-0.60669726,-1.4714634,2.0054235,0.7973964,-5.6204863,-5.59026,-5.3967013,-3.2321568
0.5756432,0.41029766,2.0530791,-0.73237145,-4.2353497,-7.2205997,-4.2172556,-3.8373623
-1.1922948,1.2125921,0.29841822,-0.14025253,-4.963582,-5.488575,-4.9229107,-4.1787987
0.57858956,-1.6213601,-0.5813229,-0.5729666,-5.8245745,-5.079315,-4.5857973,-5.032771
-1.2117977,-0.757239,-1.9143198,-1.2917184,-4.2263117,-6.438606,-3.9590251,-5.3259463
1.6835945,0.1561061,-0.02330987,0.20585161,-4.3512506,-7.4683022,-3.9819756,-4.847622
-0.7112077,0.20523152,0.010089289,-0.8368061,-5.18851,-7.1377406,-4.5957136,-4.4425683
-0.6661304,1.7079402,0.6547986,-0.036808044,-5.0332203,-4.6891804,-4.560376,-3.7605844
0.05407691,-0.34033242,1.136557,-1.117893,-5.34793,-7.313909,-4.5875673,-4.2878222
0.33273637,-1.6155852,-0.7308607,-0.6097027,-5.809252,-4.9802322,-4.5364285,-4.9042563
-0.71228045,0.8136819,2.2626064,0.907339,-4.887889,-7.437952,-5.2396255,-3.2243576
-0.599052,0.1359774,1.6072253,0.67602056,-5.189765,-7.82503,-4.9648457,-3.3828144
-0.5977985,0.22726488,2.2382689,0.8959147,-5.00008,-7.7151837,-5.0308704,-3.0793765
1.6947119,-0.55845755,0.11121422,-0.1307126,-4.7365494,-6.931347,-4.2411904,-4.873223
-1.1994005,-0.006771449,-1.309518,-0.34117788,-4.571556,-7.309738,-4.330092,-4.6590466
0.37476382,-1.4490173,0.56919336,2.478966,-5.49032,-4.8725996,-5.185217,-3.703753
0.3499931,-0.60603034,0.74252915,1.0384452,-5.7990475,-6.8568797,-5.2607446,-4.319247
0.7835059,1.4858842,-0.6041059,-0.63922,-4.9727125,-5.5230722,-4.125356,-4.783455
-1.1150681,-0.76456654,-1.9062952,-1.3433287,-4.321084,-6.432332,-3.961884,-5.365808
-0.76706296,-0.39575997,-1.6805785,-1.6444827,-4.752697,-7.063026,-3.7931979,-5.3572884
-0.51103985,-0.39231497,1.7080634,0.6837411,-5.562989,-7.4754047,-5.2854156,-3.510347
1.8063837,0.7416309,-0.17158331,-0.65946114,-4.2315245,-6.8233085,-3.8563373,-5.0005713
1.0198029,1.959543,-0.5804135,-0.6804137,-4.678503,-4.7905455,-3.9889963,-4.810462
0.38423422,0.8670382,0.28489652,-0.09632105,-5.213254,-6.5586023,-4.523662,-4.5071955
-0.25927153,0.40503708,-1.2756423,-1.4512091,-5.155467,-7.003449,-4.091236,-5.2495656
-0.07305862,0.9494549,1.6465863,0.5368843,-4.984065,-7.1276364,-5.0554714,-3.9367294
-0.12722275,-0.41224572,-1.0309637,-1.1226561,-5.507269,-6.980139,-4.387421,-5.2378383
-2.4535065,-0.47284588,0.8699579,0.3829189,-4.7312336,-7.2762275,-4.8582206,-3.0567842
-0.67398715,-0.41688898,-0.0064462405,0.9302671,-5.677683,-6.8886466,-5.180432,-4.0666547
-0.66214913,0.6101127,-1.3742074,-1.169131,-4.9003277,-6.921702,-4.252318,-5.3553305
-0.8975009,-0.8518533,-0.13510326,1.4134375,-5.789733,-6.258067,-5.501942,-4.0148606
-1.4592944,0.8771905,0.38532105,-0.01436393,-4.9175787,-6.7195535,-5.0229063,-4.0576806
-0.22801378,1.0475297,0.23201844,0.69644845,-5.3577414,-6.2608414,-4.8780127,-4.1761365
-0.56034976,0.4212477,-1.2682159,1.2282258,-4.889674,-7.254608,-4.693628,-4.633355
-1.4892689,-0.27594823,-0.17600426,-0.9703596,-4.676298,-7.3352613,-4.2918015,-4.168873
-1.9124898,0.9587511,-1.9925144,0.039083272,-3.7326334,-6.4289484,-4.3224573,-4.8812437
-2.3492813,0.7196711,0.3358491,0.25386053,-4.3566036,-7.532075,-4.806719,-3.5465488
-0.34891596,0.8277145,-0.8641561,0.37083346,-5.2487698,-6.3053946,-4.9721537,-5.0206804
1.857108,0.8745905,-0.26961774,1.1623373,-4.1063633,-6.845397,-4.032866,-4.5877385
0.45519727,-1.0778594,1.0390995,0.50366044,-5.548561,-6.1958094,-5.1208496,-4.201991
0.218079,-1.6566423,0.37556335,0.06903583,-5.6855326,-4.881768,-4.832614,-4.288258
0.48256475,0.10502356,1.5642797,-0.45052707,-4.8348246,-7.2612314,-4.462084,-4.0755153
1.9144553,-0.7682689,-0.053566437,-1.3302704,-4.4934263,-6.7907906,-3.6846788,-4.6699834
0.23658332,1.5703909,1.9999957,-1.1582704,-4.2763624,-5.680357,-4.1191688,-3.5761995
0.67329973,-1.3682361,-0.5466566,-0.30357227,-5.880211,-5.480492,-4.708996,-5.074654
1.293105,-0.33779824,-0.880793,1.2666885,-4.99574,-6.7425365,-4.3061175,-4.4667892
-1.413914,-0.48531818,-0.04904292,-1.0438175,-4.82323,-7.1229663,-4.3899584,-4.2854443
0.079845905,-1.4413667,0.37403858,2.3856375,-5.707526,-4.8604507,-5.3190584,-3.7673297
-1.4736696,-1.5044632,-1.8294891,0.8254179,-4.282138,-5.0381384,-4.702531,-4.6710653
-0.9813252,-0.28388155,-1.558479,-1.0735085,-4.530448,-7.0068994,-4.039671,-5.0459924
0.032719895,-0.7935484,0.5059443,0.37834752,-5.9047585,-6.6675334,-5.2997694,-4.4834495
0.3273198,1.8566568,0.07684167,-0.39297616,-4.962634,-4.6520877,-4.1919346,-4.2995586
1.4487276,-0.9354169,-0.5391517,0.79039705,-5.2428837,-6.0679126,-4.420839,-4.668507
-2.1645525,0.6778579,-2.6152985,0.9132869,-3.1157196,-6.434669,-4.012874,-4.563998
-1.5251248,-1.2951686,-2.4329286,1.2005005,-3.926542,-5.1105204,-4.4802666,-4.796461
0.14253789,-2.107414,-1.6559225,0.5107407,-4.870533,-3.7764213,-4.076339,-4.5595765
-0.47729588,1.2271335,-1.7536712,-2.0607314,-4.4637146,-5.9520273,-3.4934127,-5.2671776
