Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper,MAE Mean,MSE Mean,RMSE Mean,R² Mean,SMAPE Mean,NRMSE Mean,Cosine Sim. Mean,Explained Variance Mean,MAE Mode,MSE Mode,RMSE Mode,R² Mode,SMAPE Mode,NRMSE Mode,Cosine Sim. Mode,Explained Variance Mode
2918,"0.16035,0.0,0.0,0.0,0.0,0.0,0.0","0.06759054407248904,0.15782608778876933,0.24480826086769172,0.04724163657044466,0.1913911147584521,0.030254566295557932,0.0751169879722873","0.04429900287336892,0.21967121435576936,0.04465520916868339,0.03814864017974974,0.01672106173596765,0.027198502096098774,0.03804813215911707","0.05846933340365268,0.09155555413643597,0.16025205745205695,0.03925390418113974,0.13230462046949915,0.02257958752527128,0.07276632035348454","0.0006313210279002674,0.0024202166943740008,0.000723882558271387,0.000735023281102467,0.001025780889439002,1.8260673712613757e-05,0.00012924749493033007","0.18484632941774984,0.32273509991808386,0.42415376754820505,0.12996372618420113,0.3748848658484729,0.06704279174292618,0.2264876538844503",0.11991401574010198,0.019837815276834,0.14084677943365975,-5.300873246104479,183.05559539721926,0.8783709350399735,0.18407486552332658,-2.529430800340813,0.071499108117431,0.00966281365524768,0.09829961167394143,-2.069096228229417,187.63066735130744,0.6130315664106107,0.18697344803606974,-1.602169015104149
1966,"0.0,0.39366,0.0,0.0,0.0,0.0,0.0","0.05110397493607725,0.3705913425610065,0.036826281201702026,0.026820870659616764,0.05633190165710124,0.03526426291322383,0.03395932772687151","0.02101259058150633,0.3651137060101812,0.04531173148855275,0.001274693593234591,0.040704244166271844,0.046652672649344466,0.04879364669443999","0.03332810869498274,0.019980255262614897,0.02329366060391212,0.017524065359986733,0.039716371860565036,0.025390256507198734,0.022148922287817344","5.576126209505312e-05,0.3343015360459983,9.86108878939935e-05,5.872326295328313e-06,0.00012363893577478483,0.00018453310455196807,0.00010967436226150487","0.11149357053245283,0.41148106041862087,0.08154133067925037,0.051092297075724755,0.13363087243313798,0.08200874341094715,0.07733557075155043",0.037625039504798015,0.0015413429461672754,0.03925994073056244,0.9187727906901816,172.2909899309038,0.09973058154387654,0.9646264825457844,0.9695276480568411,0.03318512473759554,0.0013607607191375303,0.03688849033421577,0.9282892908234273,172.50347478018833,0.09370647343955639,0.9688482257801743,0.9613027219775354
2996,"0.0,0.0,0.17439,0.0,0.0,0.0,0.0","0.0569043603075936,0.12057549860430578,0.12441041144796988,0.16846754330725783,0.10605813733136808,0.06566610334749991,0.04030504588635972","0.04511731626142456,0.1625799343858081,0.12485832791701729,0.2246397645444706,0.024533912591255674,0.034457353918689905,0.038699433207315156","0.03503740211858952,0.055060104780660944,0.07267045742841789,0.08522203161453301,0.07627565643746854,0.0506026653718612,0.026476127938660467","0.0009017005650136777,0.01113086035886661,0.0038061710936998267,0.0008339112741262291,7.733768894077323e-05,0.00020457762065691714,0.0001128828567343454","0.12208895947541562,0.21312164317736187,0.25529862499878664,0.28840316104193264,0.24872758517198162,0.1674051435624018,0.09259934296760364",0.086850896762345,0.009405813121778833,0.0969835714014432,-1.5257945397753772,176.2076419707563,0.5561303480786927,0.44313558790472146,-0.111538439416897,0.08279419814170666,0.012095869411734152,0.109981222996174,-2.2481700963474145,176.1577227685074,0.6306624404849704,0.3992380046999898,-0.982894228575218
2120,"0.0,0.0,0.0,0.0,0.0,0.25724,0.0","0.02806692375332829,0.04026160800655952,0.05436301700736515,0.17696836638090377,0.07937026095543047,0.34968454828356765,0.10303333487459289","0.04534376390892805,0.02436175518264535,0.040810348400314535,0.031099813705490587,0.0032329473907574185,0.42785428310414864,0.012422480968434372","0.017744766759930676,0.03632941162895958,0.04083269800936536,0.10708834691631385,0.060321708324044265,0.08673164571773094,0.069910772068896","0.00030428112474073407,4.276209704636484e-05,0.00033244599843972706,0.014133772558720727,0.00020035681257767561,0.19409743841821817,1.5317713146234556e-05","0.05259060070596475,0.1165903963374935,0.13327453133450815,0.3420894609637561,0.19081972122848392,0.4989242997913625,0.22960403310247254",0.0820725798945354,0.008877627218969123,0.09422116120579879,-0.09563206117843026,175.7804679131866,0.36627725550380497,0.8338200110925745,0.7356798411911452,0.0468407703801027,0.004936605510209161,0.07026098142076555,0.39074899891963233,178.54393339143664,0.27313396602692247,0.9854462879814249,0.661528563929495
2209,"0.0,0.0,0.0,0.0,0.0,0.0,0.4766","0.12526375038119456,0.36908826746879575,0.06786552402161443,0.07096800257517598,0.04123713085604567,0.0355482508364672,0.34368411067026383","0.10555473146753046,0.38012943284183903,0.025875967457294667,0.043876358824526965,0.038856388196437615,0.0022821699759633727,0.36952315211213926","0.059401381585343506,0.08037523825695063,0.06224745668558887,0.05604582260438149,0.033264045684483316,0.02878715636659533,0.10931331656712293","0.008195951624707168,0.2473497027139198,8.564176336786138e-05,0.0008201366685693769,0.0002654300715655527,0.0002634821049075131,0.15054051111617228","0.23332645428921744,0.5296258134480057,0.19046594086768645,0.17713023747182652,0.10850209315736495,0.09509004269962176,0.548683381953732",0.12041240220986138,0.026027165116857685,0.1613293684263894,0.0642418444306816,176.05818303337188,0.3385005632110562,0.6464588457960446,0.3085709166185875,0.10052169952163614,0.024459338022923115,0.1563948145653273,0.12061014205682519,175.04428446448688,0.32814690424953274,0.6788562572241762,0.29641985848123353
2832,"0.0,0.17980000000000002,0.0,0.0,0.0,0.0,0.0","0.0486983587111881,0.19871712550133727,0.05744028267154482,0.05593220854385013,0.06850725255247558,0.030549948564106144,0.0253244100096766","0.04939774417447242,0.2102600726149988,0.03798543587147056,0.04181396754074705,0.0038452406744475453,0.012050251989160824,0.023847259571804655","0.027620934740682588,0.03102385563793508,0.040662730874911304,0.034033786470878756,0.053261896560666634,0.023042587303272157,0.014897090050596348","0.001741173628475573,0.14370022951374398,0.0005943819139678415,0.0020220070333066276,0.0002956062701120269,0.00014137083499235172,0.00014082858749646176","0.10148636932464655,0.25775837204800334,0.13792538826962547,0.12346753232446886,0.16597587043516127,0.07356801246102349,0.048040035828127256",0.04362422665059695,0.002203579222324717,0.04694229673039781,0.44333473410950597,172.85648383629234,0.26108062697662854,0.8507760553143385,0.9240865540583286,0.028485710348157407,0.0010411343730019431,0.032266613906667414,0.7369900130191663,173.65973490850791,0.179458364330742,0.9350025861138361,0.9419738238116805
725,"0.0,0.0,0.0,0.0,0.0,0.0,0.14595000000000002","0.027640695661635236,0.04292562731613294,0.1318485415685233,0.3115867351601012,0.04247163865816657,0.11357217086134218,0.49534055519218945","0.048433145029205704,0.041103844302694495,0.10519955663159686,0.37592947537981064,0.02795780396803224,0.06293126858413864,0.5375992353785155","0.016415195947109478,0.03393224200647522,0.07659211126138399,0.14038478340800928,0.035774927624577846,0.06286817601951998,0.04608709036748831","0.0014029174392962034,0.0004901091821229789,0.00027611115358721814,0.017898427708568344,0.0001575034378979215,0.003928556251810301,0.4103570400331583","0.04998570777565669,0.11534101438013206,0.2592855191720063,0.4926144103090493,0.11887243013845998,0.23078852309699532,0.5494830735663182",0.1456337092025844,0.03626474101722778,0.19043303551964869,-12.903406202511475,186.99497453615146,1.3047827031150987,0.8065877346147652,-4.772097434234813,0.1504577613248563,0.04493661709565774,0.21198258677461632,-16.228085002753758,187.79897691585927,1.4524329343927118,0.801245271021188,-7.549162263578225
757,"0.0,0.0,0.0,0.0,0.43555,0.0,0.0","0.04069700639646661,0.03939672789139875,0.04455310002162762,0.13810951005011166,0.5192129819704765,0.157974364116041,0.038523988457219875","0.027433659842940567,0.04070111896180237,0.002561889769846538,0.1805265121431111,0.5357850863978679,0.1266390967873037,0.005543293104622672","0.07168375961878315,0.03084254233580687,0.03716645075931153,0.07951684058061892,0.026062238309986302,0.09626154111500583,0.06253737625516999","0.00016220679617556664,0.0007082491483509128,0.0002237883274400682,0.002273393714491889,0.4662551233431798,0.0015044048322406121,0.00017959391973620262","0.06727584048116994,0.094601521790248,0.12424952855888739,0.27405763645099546,0.5498838651756331,0.3148671943195932,0.07874830367973033",0.07755966841476314,0.008243865134673399,0.09079573302018877,0.6451051707314471,173.93219898701412,0.2084622500750517,0.9174323892587629,0.9040699377184737,0.06909152242964212,0.008731547588800933,0.09344275032767889,0.62411065196295,174.3769459405929,0.21453966324802867,0.921388355912218,0.8296137239696741
3469,"0.09952,0.0,0.0,0.0,0.0,0.0,0.0","0.08854391729067147,0.152061031799235,0.04714784096361645,0.05139398812063676,0.058400278160862726,0.02941703058218149,0.025281411905960734","0.10319083573724912,0.14560254081902943,0.04009163324483879,0.02229646082133958,0.026389196818520214,0.03943265067623829,0.007993247304917458","0.03546177551809202,0.048455693255830115,0.035298839940924503,0.03489530269250987,0.04313167602477753,0.016253043630826847,0.014739167717537702","0.012783022514121417,0.06009777599306984,0.00015212739727713597,0.0030358233310686968,0.0002327303169982308,3.2248848762916795e-05,0.00023552204853014992","0.14444299165534444,0.24350330184938992,0.12174473090409453,0.12312753425147842,0.15078116594035115,0.051734186174194306,0.0479094901027744",0.053525380605974525,0.004717485238780371,0.06868395182850483,-2.8898660364403184,173.09610216834096,0.6901522490806353,0.4386699033928715,-0.7962273841453287,0.04078236648887612,0.0036618945428459415,0.06051358973690076,-2.0194645007358205,171.94596370650672,0.6080545592534241,0.5418492990852198,-0.6480493559976463
1951,"0.0,0.0,0.0,0.0,0.24438,0.0,0.0","0.03741061691993046,0.06195986143061977,0.061856030754776414,0.17410514565528845,0.41079453476104594,0.11466278711997342,0.04225212929718123","0.04691852816919431,0.0027751799552573884,0.035237008217168464,0.279205999289175,0.43890470939483,0.1305751887823411,0.00236573991650375","0.023936314734910594,0.04495729226465301,0.050842291803924036,0.09768934019936965,0.055182582847493784,0.06691043527737989,0.03728969934393668","0.00023274493808080914,0.00043483157641559917,9.590247238612764e-05,0.0018017970133745245,0.3093489330115447,0.00208381861810718,2.205987380812126e-05","0.08295393446889052,0.14515913430774072,0.16764630392789495,0.3299502489278387,0.5176490287461221,0.23136476007691997,0.12222036770939812",0.09409444370554511,0.011714849075888267,0.10823515637669799,-0.6019546101172681,178.68572313534048,0.4428969489184794,0.8697843178033264,0.6087591176890551,0.09880033624635287,0.019471717987507253,0.13954109784399452,-1.6626726639775695,179.56258754723265,0.5710004822161983,0.8134849181767768,-0.3278291550445098
